u_bajo,u_alto,beneficio_3_bandas_usd,clientes_bajo,clientes_medio,clientes_alto,pct_bajo,pct_medio,pct_alto,tasa_default_bajo,tasa_default_medio,tasa_default_alto
0.12,0.41,1500.0,34,54,72,21.25,33.75,45.0,0.0588,0.1481,0.5139
0.12,0.52,1500.0,34,64,62,21.25,40.0,38.75,0.0588,0.1562,0.5645
0.27,0.54,1500.0,67,35,58,41.88,21.88,36.25,0.0746,0.2571,0.569
0.14,0.42,1500.0,39,51,70,24.38,31.87,43.75,0.0513,0.1765,0.5143
0.23,0.43,1500.0,62,28,70,38.75,17.5,43.75,0.0806,0.2143,0.5143
0.23,0.42,1500.0,62,28,70,38.75,17.5,43.75,0.0806,0.2143,0.5143
0.12,0.51,1500.0,34,64,62,21.25,40.0,38.75,0.0588,0.1562,0.5645
0.14,0.43,1500.0,39,51,70,24.38,31.87,43.75,0.0513,0.1765,0.5143
0.18,0.46,1500.0,51,41,68,31.87,25.62,42.5,0.0784,0.1707,0.5294
0.18,0.47,1500.0,51,41,68,31.87,25.62,42.5,0.0784,0.1707,0.5294
0.18,0.4,1500.0,51,36,73,31.87,22.5,45.62,0.0784,0.1667,0.5068
0.22,0.45,1425.0,60,31,69,37.5,19.38,43.12,0.0833,0.1935,0.5217
0.13,0.44,1425.0,37,54,69,23.12,33.75,43.12,0.0541,0.1667,0.5217
0.2,0.53,1425.0,55,44,61,34.38,27.5,38.12,0.0909,0.1591,0.5738
0.2,0.48,1425.0,55,39,66,34.38,24.38,41.25,0.0909,0.1538,0.5455
0.22,0.44,1425.0,60,31,69,37.5,19.38,43.12,0.0833,0.1935,0.5217
0.13,0.45,1425.0,37,54,69,23.12,33.75,43.12,0.0541,0.1667,0.5217
0.19,0.53,1425.0,55,44,61,34.38,27.5,38.12,0.0909,0.1591,0.5738
0.19,0.48,1425.0,55,39,66,34.38,24.38,41.25,0.0909,0.1538,0.5455
0.1,0.39,1350.0,30,55,75,18.75,34.38,46.88,0.0667,0.1273,0.5067
0.1,0.49,1350.0,30,65,65,18.75,40.62,40.62,0.0667,0.1385,0.5538
0.26,0.54,1275.0,66,36,58,41.25,22.5,36.25,0.0758,0.25,0.569
0.15,0.54,1275.0,43,59,58,26.88,36.88,36.25,0.0465,0.2034,0.569
0.21,0.51,1275.0,56,42,62,35.0,26.25,38.75,0.0893,0.1667,0.5645
0.21,0.41,1275.0,56,32,72,35.0,20.0,45.0,0.0893,0.1562,0.5139
0.21,0.52,1275.0,56,42,62,35.0,26.25,38.75,0.0893,0.1667,0.5645
0.11,0.53,1200.0,31,68,61,19.38,42.5,38.12,0.0645,0.1471,0.5738
0.11,0.48,1200.0,31,63,66,19.38,39.38,41.25,0.0645,0.1429,0.5455
0.12,0.4,1125.0,34,53,73,21.25,33.12,45.62,0.0588,0.1509,0.5068
0.18,0.44,1125.0,51,40,69,31.87,25.0,43.12,0.0784,0.175,0.5217
0.12,0.47,1125.0,34,58,68,21.25,36.25,42.5,0.0588,0.1552,0.5294
0.12,0.46,1125.0,34,58,68,21.25,36.25,42.5,0.0588,0.1552,0.5294
0.18,0.45,1125.0,51,40,69,31.87,25.0,43.12,0.0784,0.175,0.5217
0.19,0.52,1050.0,55,43,62,34.38,26.88,38.75,0.0909,0.1628,0.5645
0.2,0.51,1050.0,55,43,62,34.38,26.88,38.75,0.0909,0.1628,0.5645
0.22,0.42,1050.0,60,30,70,37.5,18.75,43.75,0.0833,0.2,0.5143
0.19,0.41,1050.0,55,33,72,34.38,20.62,45.0,0.0909,0.1515,0.5139
0.25,0.54,1050.0,65,37,58,40.62,23.12,36.25,0.0769,0.2432,0.569
0.13,0.43,1050.0,37,53,70,23.12,33.12,43.75,0.0541,0.1698,0.5143
0.13,0.42,1050.0,37,53,70,23.12,33.12,43.75,0.0541,0.1698,0.5143
0.2,0.41,1050.0,55,33,72,34.38,20.62,45.0,0.0909,0.1515,0.5139
0.2,0.52,1050.0,55,43,62,34.38,26.88,38.75,0.0909,0.1628,0.5645
0.22,0.43,1050.0,60,30,70,37.5,18.75,43.75,0.0833,0.2,0.5143
0.19,0.51,1050.0,55,43,62,34.38,26.88,38.75,0.0909,0.1628,0.5645
0.1,0.48,975.0,30,64,66,18.75,40.0,41.25,0.0667,0.1406,0.5455
0.1,0.53,975.0,30,69,61,18.75,43.12,38.12,0.0667,0.1449,0.5738
0.21,0.46,900.0,56,36,68,35.0,22.5,42.5,0.0893,0.1667,0.5294
0.21,0.47,900.0,56,36,68,35.0,22.5,42.5,0.0893,0.1667,0.5294
0.21,0.4,900.0,56,31,73,35.0,19.38,45.62,0.0893,0.1613,0.5068
0.11,0.41,825.0,31,57,72,19.38,35.62,45.0,0.0645,0.1404,0.5139
0.24,0.54,825.0,64,38,58,40.0,23.75,36.25,0.0781,0.2368,0.569
0.11,0.52,825.0,31,67,62,19.38,41.88,38.75,0.0645,0.1493,0.5645
0.11,0.51,825.0,31,67,62,19.38,41.88,38.75,0.0645,0.1493,0.5645
0.12,0.45,750.0,34,57,69,21.25,35.62,43.12,0.0588,0.1579,0.5217
0.18,0.43,750.0,51,39,70,31.87,24.38,43.75,0.0784,0.1795,0.5143
0.12,0.44,750.0,34,57,69,21.25,35.62,43.12,0.0588,0.1579,0.5217
0.18,0.42,750.0,51,39,70,31.87,24.38,43.75,0.0784,0.1795,0.5143
0.19,0.46,675.0,55,37,68,34.38,23.12,42.5,0.0909,0.1622,0.5294
0.2,0.46,675.0,55,37,68,34.38,23.12,42.5,0.0909,0.1622,0.5294
0.17,0.54,675.0,48,54,58,30.0,33.75,36.25,0.0625,0.2037,0.569
0.2,0.4,675.0,55,32,73,34.38,20.0,45.62,0.0909,0.1562,0.5068
0.2,0.47,675.0,55,37,68,34.38,23.12,42.5,0.0909,0.1622,0.5294
0.19,0.47,675.0,55,37,68,34.38,23.12,42.5,0.0909,0.1622,0.5294
0.19,0.4,675.0,55,32,73,34.38,20.0,45.62,0.0909,0.1562,0.5068
0.1,0.41,600.0,30,58,72,18.75,36.25,45.0,0.0667,0.1379,0.5139
0.1,0.52,600.0,30,68,62,18.75,42.5,38.75,0.0667,0.1471,0.5645
0.1,0.51,600.0,30,68,62,18.75,42.5,38.75,0.0667,0.1471,0.5645
0.21,0.44,525.0,56,35,69,35.0,21.88,43.12,0.0893,0.1714,0.5217
0.21,0.45,525.0,56,35,69,35.0,21.88,43.12,0.0893,0.1714,0.5217
0.11,0.47,450.0,31,61,68,19.38,38.12,42.5,0.0645,0.1475,0.5294
0.11,0.4,450.0,31,56,73,19.38,35.0,45.62,0.0645,0.1429,0.5068
0.11,0.46,450.0,31,61,68,19.38,38.12,42.5,0.0645,0.1475,0.5294
0.23,0.54,375.0,62,40,58,38.75,25.0,36.25,0.0806,0.225,0.569
0.12,0.43,375.0,34,56,70,21.25,35.0,43.75,0.0588,0.1607,0.5143
0.12,0.42,375.0,34,56,70,21.25,35.0,43.75,0.0588,0.1607,0.5143
0.14,0.54,375.0,39,63,58,24.38,39.38,36.25,0.0513,0.1905,0.569
0.2,0.44,300.0,55,36,69,34.38,22.5,43.12,0.0909,0.1667,0.5217
0.19,0.45,300.0,55,36,69,34.38,22.5,43.12,0.0909,0.1667,0.5217
0.2,0.45,300.0,55,36,69,34.38,22.5,43.12,0.0909,0.1667,0.5217
0.19,0.44,300.0,55,36,69,34.38,22.5,43.12,0.0909,0.1667,0.5217
0.1,0.4,225.0,30,57,73,18.75,35.62,45.62,0.0667,0.1404,0.5068
0.1,0.46,225.0,30,62,68,18.75,38.75,42.5,0.0667,0.1452,0.5294
0.1,0.47,225.0,30,62,68,18.75,38.75,42.5,0.0667,0.1452,0.5294
0.21,0.43,150.0,56,34,70,35.0,21.25,43.75,0.0893,0.1765,0.5143
0.21,0.42,150.0,56,34,70,35.0,21.25,43.75,0.0893,0.1765,0.5143
0.11,0.44,75.0,31,60,69,19.38,37.5,43.12,0.0645,0.15,0.5217
0.11,0.45,75.0,31,60,69,19.38,37.5,43.12,0.0645,0.15,0.5217
0.2,0.42,-75.0,55,35,70,34.38,21.88,43.75,0.0909,0.1714,0.5143
0.2,0.43,-75.0,55,35,70,34.38,21.88,43.75,0.0909,0.1714,0.5143
0.19,0.43,-75.0,55,35,70,34.38,21.88,43.75,0.0909,0.1714,0.5143
0.13,0.54,-75.0,37,65,58,23.12,40.62,36.25,0.0541,0.1846,0.569
0.19,0.42,-75.0,55,35,70,34.38,21.88,43.75,0.0909,0.1714,0.5143
0.22,0.54,-75.0,60,42,58,37.5,26.25,36.25,0.0833,0.2143,0.569
0.1,0.45,-150.0,30,61,69,18.75,38.12,43.12,0.0667,0.1475,0.5217
0.1,0.44,-150.0,30,61,69,18.75,38.12,43.12,0.0667,0.1475,0.5217
0.3,0.55,-225.0,71,34,55,44.38,21.25,34.38,0.0704,0.3235,0.5636
0.11,0.42,-300.0,31,59,70,19.38,36.88,43.75,0.0645,0.1525,0.5143
0.11,0.43,-300.0,31,59,70,19.38,36.88,43.75,0.0645,0.1525,0.5143
0.18,0.54,-375.0,51,51,58,31.87,31.87,36.25,0.0784,0.1961,0.569
0.16,0.55,-450.0,47,58,55,29.38,36.25,34.38,0.0426,0.2414,0.5636
0.1,0.43,-525.0,30,60,70,18.75,37.5,43.75,0.0667,0.15,0.5143
0.1,0.42,-525.0,30,60,70,18.75,37.5,43.75,0.0667,0.15,0.5143
0.29,0.55,-675.0,69,36,55,43.12,22.5,34.38,0.0725,0.3056,0.5636
0.12,0.54,-750.0,34,68,58,21.25,42.5,36.25,0.0588,0.1765,0.569
0.3,0.57,-975.0,71,37,52,44.38,23.12,32.5,0.0704,0.3243,0.5769
0.21,0.54,-975.0,56,46,58,35.0,28.75,36.25,0.0893,0.1957,0.569
0.27,0.55,-1125.0,67,38,55,41.88,23.75,34.38,0.0746,0.2895,0.5636
0.28,0.55,-1125.0,67,38,55,41.88,23.75,34.38,0.0746,0.2895,0.5636
0.19,0.54,-1200.0,55,47,58,34.38,29.38,36.25,0.0909,0.1915,0.569
0.2,0.54,-1200.0,55,47,58,34.38,29.38,36.25,0.0909,0.1915,0.569
0.16,0.57,-1200.0,47,61,52,29.38,38.12,32.5,0.0426,0.2459,0.5769
0.15,0.55,-1350.0,43,62,55,26.88,38.75,34.38,0.0465,0.2258,0.5636
0.26,0.55,-1350.0,66,39,55,41.25,24.38,34.38,0.0758,0.2821,0.5636
0.11,0.54,-1425.0,31,71,58,19.38,44.38,36.25,0.0645,0.169,0.569
0.29,0.57,-1425.0,69,39,52,43.12,24.38,32.5,0.0725,0.3077,0.5769
0.25,0.55,-1575.0,65,40,55,40.62,25.0,34.38,0.0769,0.275,0.5636
0.1,0.54,-1650.0,30,72,58,18.75,45.0,36.25,0.0667,0.1667,0.569
0.3,0.56,-1725.0,71,35,54,44.38,21.88,33.75,0.0704,0.3429,0.5556
0.24,0.55,-1800.0,64,41,55,40.0,25.62,34.38,0.0781,0.2683,0.5636
0.28,0.57,-1875.0,67,41,52,41.88,25.62,32.5,0.0746,0.2927,0.5769
0.27,0.57,-1875.0,67,41,52,41.88,25.62,32.5,0.0746,0.2927,0.5769
0.17,0.55,-1950.0,48,57,55,30.0,35.62,34.38,0.0625,0.2281,0.5636
0.16,0.56,-1950.0,47,59,54,29.38,36.88,33.75,0.0426,0.2542,0.5556
0.15,0.57,-2100.0,43,65,52,26.88,40.62,32.5,0.0465,0.2308,0.5769
0.26,0.57,-2100.0,66,42,52,41.25,26.25,32.5,0.0758,0.2857,0.5769
0.29,0.56,-2175.0,69,37,54,43.12,23.12,33.75,0.0725,0.3243,0.5556
0.14,0.55,-2250.0,39,66,55,24.38,41.25,34.38,0.0513,0.2121,0.5636
0.23,0.55,-2250.0,62,43,55,38.75,26.88,34.38,0.0806,0.2558,0.5636
0.25,0.57,-2325.0,65,43,52,40.62,26.88,32.5,0.0769,0.2791,0.5769
0.24,0.57,-2550.0,64,44,52,40.0,27.5,32.5,0.0781,0.2727,0.5769
0.28,0.56,-2625.0,67,39,54,41.88,24.38,33.75,0.0746,0.3077,0.5556
0.27,0.56,-2625.0,67,39,54,41.88,24.38,33.75,0.0746,0.3077,0.5556
0.22,0.55,-2700.0,60,45,55,37.5,28.12,34.38,0.0833,0.2444,0.5636
0.17,0.57,-2700.0,48,60,52,30.0,37.5,32.5,0.0625,0.2333,0.5769
0.13,0.55,-2700.0,37,68,55,23.12,42.5,34.38,0.0541,0.2059,0.5636
0.15,0.56,-2850.0,43,63,54,26.88,39.38,33.75,0.0465,0.2381,0.5556
0.26,0.56,-2850.0,66,40,54,41.25,25.0,33.75,0.0758,0.3,0.5556
0.18,0.55,-3000.0,51,54,55,31.87,33.75,34.38,0.0784,0.2222,0.5636
0.23,0.57,-3000.0,62,46,52,38.75,28.75,32.5,0.0806,0.2609,0.5769
0.14,0.57,-3000.0,39,69,52,24.38,43.12,32.5,0.0513,0.2174,0.5769
0.25,0.56,-3075.0,65,41,54,40.62,25.62,33.75,0.0769,0.2927,0.5556
0.24,0.56,-3300.0,64,42,54,40.0,26.25,33.75,0.0781,0.2857,0.5556
0.12,0.55,-3375.0,34,71,55,21.25,44.38,34.38,0.0588,0.1972,0.5636
0.17,0.56,-3450.0,48,58,54,30.0,36.25,33.75,0.0625,0.2414,0.5556
0.22,0.57,-3450.0,60,48,52,37.5,30.0,32.5,0.0833,0.25,0.5769
0.13,0.57,-3450.0,37,71,52,23.12,44.38,32.5,0.0541,0.2113,0.5769
0.21,0.55,-3600.0,56,49,55,35.0,30.63,34.38,0.0893,0.2245,0.5636
0.18,0.57,-3750.0,51,57,52,31.87,35.62,32.5,0.0784,0.2281,0.5769
0.14,0.56,-3750.0,39,67,54,24.38,41.88,33.75,0.0513,0.2239,0.5556
0.23,0.56,-3750.0,62,44,54,38.75,27.5,33.75,0.0806,0.2727,0.5556
0.2,0.55,-3825.0,55,50,55,34.38,31.25,34.38,0.0909,0.22,0.5636
0.19,0.55,-3825.0,55,50,55,34.38,31.25,34.38,0.0909,0.22,0.5636
0.3,0.58,-3975.0,71,39,50,44.38,24.38,31.25,0.0704,0.359,0.56
0.11,0.55,-4050.0,31,74,55,19.38,46.25,34.38,0.0645,0.1892,0.5636
0.12,0.57,-4125.0,34,74,52,21.25,46.25,32.5,0.0588,0.2027,0.5769
0.22,0.56,-4200.0,60,46,54,37.5,28.75,33.75,0.0833,0.2609,0.5556
0.13,0.56,-4200.0,37,69,54,23.12,43.12,33.75,0.0541,0.2174,0.5556
0.16,0.58,-4200.0,47,63,50,29.38,39.38,31.25,0.0426,0.2698,0.56
0.1,0.55,-4275.0,30,75,55,18.75,46.88,34.38,0.0667,0.1867,0.5636
0.21,0.57,-4350.0,56,52,52,35.0,32.5,32.5,0.0893,0.2308,0.5769
0.29,0.58,-4425.0,69,41,50,43.12,25.62,31.25,0.0725,0.3415,0.56
0.18,0.56,-4500.0,51,55,54,31.87,34.38,33.75,0.0784,0.2364,0.5556
0.19,0.57,-4575.0,55,53,52,34.38,33.12,32.5,0.0909,0.2264,0.5769
0.2,0.57,-4575.0,55,53,52,34.38,33.12,32.5,0.0909,0.2264,0.5769
0.3,0.59,-4725.0,71,42,47,44.38,26.25,29.38,0.0704,0.3571,0.5745
0.11,0.57,-4800.0,31,77,52,19.38,48.12,32.5,0.0645,0.1948,0.5769
0.12,0.56,-4875.0,34,72,54,21.25,45.0,33.75,0.0588,0.2083,0.5556
0.27,0.58,-4875.0,67,43,50,41.88,26.88,31.25,0.0746,0.3256,0.56
0.28,0.58,-4875.0,67,43,50,41.88,26.88,31.25,0.0746,0.3256,0.56
0.16,0.59,-4950.0,47,66,47,29.38,41.25,29.38,0.0426,0.2727,0.5745
0.1,0.57,-5025.0,30,78,52,18.75,48.75,32.5,0.0667,0.1923,0.5769
0.26,0.58,-5100.0,66,44,50,41.25,27.5,31.25,0.0758,0.3182,0.56
0.21,0.56,-5100.0,56,50,54,35.0,31.25,33.75,0.0893,0.24,0.5556
0.15,0.58,-5100.0,43,67,50,26.88,41.88,31.25,0.0465,0.2537,0.56
0.29,0.59,-5175.0,69,44,47,43.12,27.5,29.38,0.0725,0.3409,0.5745
0.19,0.56,-5325.0,55,51,54,34.38,31.87,33.75,0.0909,0.2353,0.5556
0.2,0.56,-5325.0,55,51,54,34.38,31.87,33.75,0.0909,0.2353,0.5556
0.25,0.58,-5325.0,65,45,50,40.62,28.12,31.25,0.0769,0.3111,0.56
0.11,0.56,-5550.0,31,75,54,19.38,46.88,33.75,0.0645,0.2,0.5556
0.24,0.58,-5550.0,64,46,50,40.0,28.75,31.25,0.0781,0.3043,0.56
0.28,0.59,-5625.0,67,46,47,41.88,28.75,29.38,0.0746,0.3261,0.5745
0.27,0.59,-5625.0,67,46,47,41.88,28.75,29.38,0.0746,0.3261,0.5745
0.17,0.58,-5700.0,48,62,50,30.0,38.75,31.25,0.0625,0.2581,0.56
0.1,0.56,-5775.0,30,76,54,18.75,47.5,33.75,0.0667,0.1974,0.5556
0.15,0.59,-5850.0,43,70,47,26.88,43.75,29.38,0.0465,0.2571,0.5745
0.26,0.59,-5850.0,66,47,47,41.25,29.38,29.38,0.0758,0.3191,0.5745
0.23,0.58,-6000.0,62,48,50,38.75,30.0,31.25,0.0806,0.2917,0.56
0.14,0.58,-6000.0,39,71,50,24.38,44.38,31.25,0.0513,0.2394,0.56
0.25,0.59,-6075.0,65,48,47,40.62,30.0,29.38,0.0769,0.3125,0.5745
0.3,0.6,-6225.0,71,43,46,44.38,26.88,28.75,0.0704,0.3721,0.5652
0.24,0.59,-6300.0,64,49,47,40.0,30.63,29.38,0.0781,0.3061,0.5745
0.13,0.58,-6450.0,37,73,50,23.12,45.62,31.25,0.0541,0.2329,0.56
0.22,0.58,-6450.0,60,50,50,37.5,31.25,31.25,0.0833,0.28,0.56
0.17,0.59,-6450.0,48,65,47,30.0,40.62,29.38,0.0625,0.2615,0.5745
0.16,0.6,-6450.0,47,67,46,29.38,41.88,28.75,0.0426,0.2836,0.5652
0.29,0.6,-6675.0,69,45,46,43.12,28.12,28.75,0.0725,0.3556,0.5652
0.18,0.58,-6750.0,51,59,50,31.87,36.88,31.25,0.0784,0.2542,0.56
0.14,0.59,-6750.0,39,74,47,24.38,46.25,29.38,0.0513,0.2432,0.5745
0.23,0.59,-6750.0,62,51,47,38.75,31.87,29.38,0.0806,0.2941,0.5745
0.3,0.61,-6975.0,71,46,43,44.38,28.75,26.88,0.0704,0.3696,0.5814
0.27,0.6,-7125.0,67,47,46,41.88,29.38,28.75,0.0746,0.3404,0.5652
0.28,0.6,-7125.0,67,47,46,41.88,29.38,28.75,0.0746,0.3404,0.5652
0.12,0.58,-7125.0,34,76,50,21.25,47.5,31.25,0.0588,0.2237,0.56
0.16,0.61,-7200.0,47,70,43,29.38,43.75,26.88,0.0426,0.2857,0.5814
0.13,0.59,-7200.0,37,76,47,23.12,47.5,29.38,0.0541,0.2368,0.5745
0.22,0.59,-7200.0,60,53,47,37.5,33.12,29.38,0.0833,0.283,0.5745
0.26,0.6,-7350.0,66,48,46,41.25,30.0,28.75,0.0758,0.3333,0.5652
0.21,0.58,-7350.0,56,54,50,35.0,33.75,31.25,0.0893,0.2593,0.56
0.15,0.6,-7350.0,43,71,46,26.88,44.38,28.75,0.0465,0.2676,0.5652
0.29,0.61,-7425.0,69,48,43,43.12,30.0,26.88,0.0725,0.3542,0.5814
0.18,0.59,-7500.0,51,62,47,31.87,38.75,29.38,0.0784,0.2581,0.5745
0.2,0.58,-7575.0,55,55,50,34.38,34.38,31.25,0.0909,0.2545,0.56
0.25,0.6,-7575.0,65,49,46,40.62,30.63,28.75,0.0769,0.3265,0.5652
0.19,0.58,-7575.0,55,55,50,34.38,34.38,31.25,0.0909,0.2545,0.56
0.3,0.66,-7725.0,71,54,35,44.38,33.75,21.88,0.0704,0.3519,0.6571
0.11,0.58,-7800.0,31,79,50,19.38,49.38,31.25,0.0645,0.2152,0.56
0.24,0.6,-7800.0,64,50,46,40.0,31.25,28.75,0.0781,0.32,0.5652
0.28,0.61,-7875.0,67,50,43,41.88,31.25,26.88,0.0746,0.34,0.5814
0.27,0.61,-7875.0,67,50,43,41.88,31.25,26.88,0.0746,0.34,0.5814
0.12,0.59,-7875.0,34,79,47,21.25,49.38,29.38,0.0588,0.2278,0.5745
0.17,0.6,-7950.0,48,66,46,30.0,41.25,28.75,0.0625,0.2727,0.5652
0.16,0.66,-7950.0,47,78,35,29.38,48.75,21.88,0.0426,0.2821,0.6571
0.1,0.58,-8025.0,30,80,50,18.75,50.0,31.25,0.0667,0.2125,0.56
0.3,0.65,-8100.0,71,53,36,44.38,33.12,22.5,0.0704,0.3585,0.6389
0.26,0.61,-8100.0,66,51,43,41.25,31.87,26.88,0.0758,0.3333,0.5814
0.21,0.59,-8100.0,56,57,47,35.0,35.62,29.38,0.0893,0.2632,0.5745
0.15,0.61,-8100.0,43,74,43,26.88,46.25,26.88,0.0465,0.2703,0.5814
0.29,0.66,-8175.0,69,56,35,43.12,35.0,21.88,0.0725,0.3393,0.6571
0.14,0.6,-8250.0,39,75,46,24.38,46.88,28.75,0.0513,0.2533,0.5652
0.23,0.6,-8250.0,62,52,46,38.75,32.5,28.75,0.0806,0.3077,0.5652
0.2,0.59,-8325.0,55,58,47,34.38,36.25,29.38,0.0909,0.2586,0.5745
0.19,0.59,-8325.0,55,58,47,34.38,36.25,29.38,0.0909,0.2586,0.5745
0.25,0.61,-8325.0,65,52,43,40.62,32.5,26.88,0.0769,0.3269,0.5814
0.16,0.65,-8325.0,47,77,36,29.38,48.12,22.5,0.0426,0.2857,0.6389
0.3,0.64,-8475.0,71,52,37,44.38,32.5,23.12,0.0704,0.3654,0.6216
0.29,0.65,-8550.0,69,55,36,43.12,34.38,22.5,0.0725,0.3455,0.6389
0.11,0.59,-8550.0,31,82,47,19.38,51.25,29.38,0.0645,0.2195,0.5745
0.24,0.61,-8550.0,64,53,43,40.0,33.12,26.88,0.0781,0.3208,0.5814
0.28,0.66,-8625.0,67,58,35,41.88,36.25,21.88,0.0746,0.3276,0.6571
0.27,0.66,-8625.0,67,58,35,41.88,36.25,21.88,0.0746,0.3276,0.6571
0.13,0.6,-8700.0,37,77,46,23.12,48.12,28.75,0.0541,0.2468,0.5652
0.16,0.64,-8700.0,47,76,37,29.38,47.5,23.12,0.0426,0.2895,0.6216
0.17,0.61,-8700.0,48,69,43,30.0,43.12,26.88,0.0625,0.2754,0.5814
0.22,0.6,-8700.0,60,54,46,37.5,33.75,28.75,0.0833,0.2963,0.5652
0.1,0.59,-8775.0,30,83,47,18.75,51.88,29.38,0.0667,0.2169,0.5745
0.15,0.66,-8850.0,43,82,35,26.88,51.25,21.88,0.0465,0.2683,0.6571
0.26,0.66,-8850.0,66,59,35,41.25,36.88,21.88,0.0758,0.322,0.6571
0.3,0.67,-8850.0,71,56,33,44.38,35.0,20.62,0.0704,0.3571,0.6667
0.29,0.64,-8925.0,69,54,37,43.12,33.75,23.12,0.0725,0.3519,0.6216
0.14,0.61,-9000.0,39,78,43,24.38,48.75,26.88,0.0513,0.2564,0.5814
0.23,0.61,-9000.0,62,55,43,38.75,34.38,26.88,0.0806,0.3091,0.5814
0.27,0.65,-9000.0,67,57,36,41.88,35.62,22.5,0.0746,0.3333,0.6389
0.18,0.6,-9000.0,51,63,46,31.87,39.38,28.75,0.0784,0.2698,0.5652
0.28,0.65,-9000.0,67,57,36,41.88,35.62,22.5,0.0746,0.3333,0.6389
0.25,0.66,-9075.0,65,60,35,40.62,37.5,21.88,0.0769,0.3167,0.6571
0.16,0.67,-9075.0,47,80,33,29.38,50.0,20.62,0.0426,0.2875,0.6667
0.26,0.65,-9225.0,66,58,36,41.25,36.25,22.5,0.0758,0.3276,0.6389
0.3,0.63,-9225.0,71,50,39,44.38,31.25,24.38,0.0704,0.38,0.5897
0.15,0.65,-9225.0,43,81,36,26.88,50.62,22.5,0.0465,0.2716,0.6389
0.29,0.67,-9300.0,69,58,33,43.12,36.25,20.62,0.0725,0.3448,0.6667
0.24,0.66,-9300.0,64,61,35,40.0,38.12,21.88,0.0781,0.3115,0.6571
0.28,0.64,-9375.0,67,56,37,41.88,35.0,23.12,0.0746,0.3393,0.6216
0.12,0.6,-9375.0,34,80,46,21.25,50.0,28.75,0.0588,0.2375,0.5652
0.27,0.64,-9375.0,67,56,37,41.88,35.0,23.12,0.0746,0.3393,0.6216
0.22,0.61,-9450.0,60,57,43,37.5,35.62,26.88,0.0833,0.2982,0.5814
0.25,0.65,-9450.0,65,59,36,40.62,36.88,22.5,0.0769,0.322,0.6389
0.16,0.63,-9450.0,47,74,39,29.38,46.25,24.38,0.0426,0.2973,0.5897
0.13,0.61,-9450.0,37,80,43,23.12,50.0,26.88,0.0541,0.25,0.5814
0.17,0.66,-9450.0,48,77,35,30.0,48.12,21.88,0.0625,0.2727,0.6571
0.15,0.64,-9600.0,43,80,37,26.88,50.0,23.12,0.0465,0.275,0.6216
0.3,0.62,-9600.0,71,49,40,44.38,30.63,25.0,0.0704,0.3878,0.575
0.21,0.6,-9600.0,56,58,46,35.0,36.25,28.75,0.0893,0.2759,0.5652
0.26,0.64,-9600.0,66,57,37,41.25,35.62,23.12,0.0758,0.3333,0.6216
0.29,0.63,-9675.0,69,52,39,43.12,32.5,24.38,0.0725,0.3654,0.5897
0.24,0.65,-9675.0,64,60,36,40.0,37.5,22.5,0.0781,0.3167,0.6389
0.28,0.67,-9750.0,67,60,33,41.88,37.5,20.62,0.0746,0.3333,0.6667
0.27,0.67,-9750.0,67,60,33,41.88,37.5,20.62,0.0746,0.3333,0.6667
0.14,0.66,-9750.0,39,86,35,24.38,53.75,21.88,0.0513,0.2558,0.6571
0.18,0.61,-9750.0,51,66,43,31.87,41.25,26.88,0.0784,0.2727,0.5814
0.23,0.66,-9750.0,62,63,35,38.75,39.38,21.88,0.0806,0.3016,0.6571
0.16,0.62,-9825.0,47,73,40,29.38,45.62,25.0,0.0426,0.3014,0.575
0.19,0.6,-9825.0,55,59,46,34.38,36.88,28.75,0.0909,0.2712,0.5652
0.2,0.6,-9825.0,55,59,46,34.38,36.88,28.75,0.0909,0.2712,0.5652
0.17,0.65,-9825.0,48,76,36,30.0,47.5,22.5,0.0625,0.2763,0.6389
0.25,0.64,-9825.0,65,58,37,40.62,36.25,23.12,0.0769,0.3276,0.6216
0.3,0.69,-9975.0,71,58,31,44.38,36.25,19.38,0.0704,0.3621,0.6774
0.15,0.67,-9975.0,43,84,33,26.88,52.5,20.62,0.0465,0.2738,0.6667
0.3,0.7,-9975.0,71,58,31,44.38,36.25,19.38,0.0704,0.3621,0.6774
0.3,0.68,-9975.0,71,58,31,44.38,36.25,19.38,0.0704,0.3621,0.6774
0.26,0.67,-9975.0,66,61,33,41.25,38.12,20.62,0.0758,0.3279,0.6667
0.11,0.6,-10050.0,31,83,46,19.38,51.88,28.75,0.0645,0.2289,0.5652
0.29,0.62,-10050.0,69,51,40,43.12,31.87,25.0,0.0725,0.3725,0.575
0.24,0.64,-10050.0,64,59,37,40.0,36.88,23.12,0.0781,0.322,0.6216
0.23,0.65,-10125.0,62,62,36,38.75,38.75,22.5,0.0806,0.3065,0.6389
0.28,0.63,-10125.0,67,54,39,41.88,33.75,24.38,0.0746,0.3519,0.5897
0.14,0.65,-10125.0,39,85,36,24.38,53.12,22.5,0.0513,0.2588,0.6389
0.27,0.63,-10125.0,67,54,39,41.88,33.75,24.38,0.0746,0.3519,0.5897
0.12,0.61,-10125.0,34,83,43,21.25,51.88,26.88,0.0588,0.241,0.5814
0.16,0.7,-10200.0,47,82,31,29.38,51.25,19.38,0.0426,0.2927,0.6774
0.16,0.68,-10200.0,47,82,31,29.38,51.25,19.38,0.0426,0.2927,0.6774
